event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,legend,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences,composition,games_played,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists,player,avg_time_to_first_kill,poi,avg_pick,wins,avg_points,avg_kills,picks,storm_point,world_s_edge,total,overall_max,storm_point_fastest,storm_point_fastest_avg,storm_point_avg,world_s_edge_fastest,world_s_edge_fastest_avg,world_s_edge_avg,overall_fastest,overall_fastest_avg,overall_avg,perk,pick_rate_pct_per_legend,number_of_picks,level_2_blue,level_3_purple,level_4_red,col_1,pv_rank,player_value,carry_value,absolute_pv,kills_per_game,damage_per_game,damage_ratio,rank,tv,broken_moon,broken_moon_fastest,broken_moon_fastest_avg,broken_moon_avg,e_district,e_district_fastest,e_district_fastest_avg,e_district_avg
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,104,team_map_stats,Top 10 Teams,44,,,,,,,,,,,GeeKay Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (0%),0 (0%),0,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (0%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,104,team_map_stats,Top 10 Teams,45,,,,,,,,,,,GHS Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (0%),0 (0%),0,,,,,,,,,,,,,,,,,,,,,,,,,,,(0%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,104,team_map_stats,Top 10 Teams,46,,,,,,,,,,,Elev8 x Bleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (0%),0 (0%),0,,,,,,,,,,,,,,,,,,,,,,,,,,,(0%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,1,,,,,,,,,,,GEEKAY ESPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (44.4%),4.8 (42.2%),22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3 (13.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,2,,,,,,,,,,,Team Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 (36.7%),10.1 (45.3%),122.5,,,,,,,,,,,,,,,,,,,,,,,,,,,22 (18%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,3,,,,,,,,,,,Red Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6 (64.6%),2.6 (25.6%),27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 (9.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,4,,,,,,,,,,,Reject Winnity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 (10.5%),3.5 (73.7%),9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 (15.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,5,,,,,,,,,,,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4 (46%),5.5 (43.2%),69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 (10.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,6,,,,,,,,,,,E-XOLOS LAZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5 (52.4%),3.2 (33.3%),52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 (14.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,7,,,,,,,,,,,Luminosity Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1 (36.3%),8.5 (55.4%),84,,,,,,,,,,,,,,,,,,,,,,,,,,,7 (8.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,8,,,,,,,,,,,Evos Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 (46%),3.6 (46%),21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 (7.9%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,9,,,,,,,,,,,GUILD ESPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 (12.5%),5.3 (43.8%),24,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5 (43.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,10,,,,,,,,,,,MKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 (62.1%),0.8 (10.3%),14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (27.6%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,11,,,,,,,,,,,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2 (49.5%),7.7 (45.7%),93,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 (4.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,12,,,,,,,,,,,FENNEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4 (36%),4.1 (44%),25,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (20%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,13,,,,,,,,,,,Pioneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9 (47%),3.8 (45.5%),22,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 (7.6%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,14,,,,,,,,,,,GaiminGladiators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4 (44%),7.1 (46.4%),84,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (9.5%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,15,,,,,,,,,,,Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5 (41.9%),6.7 (47.7%),77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (10.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,16,,,,,,,,,,,GHS PROFESSIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8 (43.4%),3.8 (28.3%),26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 (28.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,17,,,,,,,,,,,Ninjas in Pyjamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 (24.7%),3.8 (37%),27,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3 (38.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,18,,,,,,,,,,,Disguised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 (36.7%),5.9 (48%),32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (15.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,19,,,,,,,,,,,Crazy Raccoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (64%),2.8 (22%),25,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 (14%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,20,,,,,,,,,,,Twisted Minds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 (50.6%),7 (43.3%),89,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5 (6.2%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,21,,,,,,,,,,,Natus Vincere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4 (52.4%),3.9 (37.8%),41,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (9.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,22,,,,,,,,,,,TSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9 (49.6%),6.9 (43.3%),63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 (7.1%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,23,,,,,,,,,,,EXO Clan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2 (42.2%),7 (52.4%),147,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (5.4%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,24,,,,,,,,,,,Dragons Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4 (68.5%),2.7 (27.8%),108,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (3.7%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,25,,,,,,,,,,,Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6 (51.7%),7.9 (42.4%),205,,,,,,,,,,,,,,,,,,,,,,,,,,,12 (5.9%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,26,,,,,,,,,,,FNATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 (43.8%),3.4 (50.7%),73,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (5.5%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,27,,,,,,,,,,,SpaceStation Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2 (51.2%),4.9 (43.5%),85,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 (5.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,28,,,,,,,,,,,Elev8 x BLEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3 (56.9%),6.8 (37.5%),72,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (5.6%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,29,,,,,,,,,,,Mizuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4 (31.4%),8.6 (67.9%),140,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (0.7%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,30,,,,,,,,,,,NRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (46.4%),3.9 (44.9%),34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3 (8.7%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,31,,,,,,,,,,,RIDDLE ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 (52.4%),2 (38.1%),21,,,,,,,,,,,,,,,,,,,,,,,,,,,2 (9.5%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,32,,,,,,,,,,,Blacklist International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 (41.4%),3.5 (43.7%),87,,,,,,,,,,,,,,,,,,,,,,,,,,,13 (14.9%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,33,,,,,,,,,,,HEROEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 (33.8%),5.3 (59.2%),35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 (7%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,34,,,,,,,,,,,Virtus.Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8 (42.2%),6.5 (47.7%),54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5 (10.1%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,35,,,,,,,,,,,NORTHEPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9 (61.2%),4 (31.1%),51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (7.8%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,36,,,,,,,,,,,HAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 (35.1%),5.8 (47.4%),48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5 (17.5%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,37,,,,,,,,,,,LGD GAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7 (43.9%),5.4 (55.1%),107,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (0.9%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,38,,,,,,,,,,,DMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3 (41.4%),8 (57.9%),152,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (0.7%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,39,,,,,,,,,,,Weibo Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 (27.4%),3.5 (38.4%),36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5 (34.2%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,40,,,,,,,,,,,TIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 (31.7%),4.1 (52.4%),31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (15.9%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,41,,,,,,,,,,,Guild Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (29.6%),10.2 (66.3%),169,,,,,,,,,,,,,,,,,,,,,,,,,,,7 (4.1%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,42,,,,,,,,,,,Mkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (76.2%),2.5 (23.8%),42,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (0%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,43,,,,,,,,,,,CRAZY RACCOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 (26.8%),7.3 (70.7%),41,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (2.4%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,44,,,,,,,,,,,GeeKay Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 (20.9%),8.3 (76.7%),43,,,,,,,,,,,,,,,,,,,,,,,,,,,1 (2.3%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,45,,,,,,,,,,,GHS Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 (37.8%),3.3 (62.2%),INF,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN (0%),,,,,,,
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,105,team_map_stats,Top 10 Teams,46,,,,,,,,,,,Elev8 x Bleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8 (32.4%),6.9 (67.6%),INF,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN (0%),,,,,,,
